restaurant_name,restaurant_type,rating,num_ratings,cost_for_two,online_order,table_booking,cuisines,area,address,cost_per_person,rating_category
52 Wall Street,"Bar, Casual Dining",3.9,737,1400.0,0,0,"American, Continental, Finger Food","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,700.0,Good
55 Wall Street,Bar,3.9,1763,1300.0,0,1,"Finger Food, North Indian, Chinese",Bannerghatta Road,JP Nagar,650.0,Good
56 Bhoga Sweets,"Takeaway, Delivery",3.6,51,150.0,0,0,"Mithai, Street Food",HSR,HSR,75.0,Good
5th Main Cafe,Cafe,3.5,15,250.0,0,0,"Cafe, Fast Food","Byresandra,Tavarekere,Madiwala",HSR,125.0,Good
7 Days Restaurant,Quick Bites,3.8,478,400.0,1,0,"North Indian, Chinese, Arabian",Electronic City,Electronic City,200.0,Good
7 Degrees North,Casual Dining,3.5,11,500.0,0,0,North Indian,HSR,HSR,250.0,Good
7 Hills Andhra Mess,Mess,3.4,8,300.0,0,0,Andhra,Indiranagar,CV Raman Nagar,150.0,Good
7 Plates,Casual Dining,3.5,531,600.0,1,0,"North Indian, Mughlai, Rolls, Fast Food",Kammanahalli,Kalyan Nagar,300.0,Good
7 Shanghai,Quick Bites,3.5,18,250.0,1,0,Chinese,Electronic City,Electronic City,125.0,Good
7 Spice,Quick Bites,3.4,5,250.0,0,0,"Biryani, Chinese",Kalyan Nagar,Banaswadi,125.0,Good
7 to 11 Food Court,Quick Bites,3.7,16,200.0,1,0,"Fast Food, Burger, North Indian, South Indian",Frazer Town,Banaswadi,100.0,Good
70 Brigade - Iris Hotel,Casual Dining,3.9,105,1000.0,0,1,"Chinese, North Indian, Pizza",Brigade Road,Brigade Road,500.0,Good
7Biryanis,Casual Dining,3.2,4,600.0,1,0,"Andhra, Biryani",Kalyan Nagar,Nagawara,300.0,Good
7th Heaven,Bakery,3.6,17,300.0,0,0,"Bakery, Desserts",New BEL Road,New BEL Road,150.0,Good
8 Slice,Delivery,3.7,74,600.0,1,0,Pizza,Brigade Road,Koramangala 6th Block,300.0,Good
9 Bowls,Quick Bites,2.8,40,500.0,1,0,"Healthy Food, Continental, North Indian, Chinese",HSR,Koramangala 1st Block,250.0,Poor
90's,Quick Bites,2.8,40,200.0,0,0,North Indian,HSR,HSR,100.0,Poor
90's Beer Cafe - Hotel Millennium Plaza,Bar,3.0,7,1000.0,0,0,Finger Food,Electronic City,Electronic City,500.0,Good
90's Cafe,Quick Bites,2.8,40,500.0,0,0,"Fast Food, Burger",Jayanagar,JP Nagar,250.0,Poor
99 Caffe,Quick Bites,3.6,106,250.0,1,0,"South Indian, North Indian, Chinese",Brookefield,Brookefield,125.0,Good
99 Pancakes,Dessert Parlor,4.1,41,150.0,1,0,"Desserts, Ice Cream",Brigade Road,Church Street,75.0,Excellent
99 Variety Dosa & Pav Bhaji,Quick Bites,3.8,16,250.0,1,0,"South Indian, North Indian, Street Food",Koramangala 5th Block,Koramangala 6th Block,125.0,Good
99 Variety Dosa and Pav Bhaji,Quick Bites,4.0,101,250.0,1,0,"South Indian, North Indian, Street Food","Byresandra,Tavarekere,Madiwala",HSR,125.0,Excellent
99 Variety Dose-Biryanis-Starters,"Takeaway, Delivery",2.8,40,300.0,1,0,"South Indian, North Indian, Fast Food, Chinese",HSR,HSR,150.0,Poor
99Foods,Quick Bites,3.4,32,400.0,0,0,"Biryani, North Indian, Chinese, Kebab",Marathahalli,Marathahalli,200.0,Good
9D Foods,Quick Bites,4.0,458,400.0,1,0,"North Indian, Street Food",Brookefield,Marathahalli,200.0,Excellent
9th Cross Cafe,Cafe,3.6,12,550.0,0,0,"Cafe, Italian, French",Indiranagar,Jeevan Bhima Nagar,275.0,Good
A 1 Pizza and Food,Delivery,2.8,211,300.0,1,0,"Pizza, Chinese, North Indian",Indiranagar,Old Airport Road,150.0,Poor
A Bar,Bar,3.3,19,600.0,0,0,"North Indian, Continental","Byresandra,Tavarekere,Madiwala",HSR,300.0,Good
A Hole Lotta Love Cafe,Cafe,4.3,2871,600.0,1,0,"Cafe, American, Burger, Sandwich, Beverages",Koramangala 4th Block,Koramangala 5th Block,300.0,Excellent
A Little For Love,Bakery,3.4,12,350.0,0,0,Bakery,Kalyan Nagar,Hennur,175.0,Good
A M Biryani Hotel,Quick Bites,3.3,6,300.0,1,0,"North Indian, Chinese, Biryani, Fast Food",Bannerghatta Road,Bannerghatta Road,150.0,Good
A Southern Fair,Casual Dining,3.0,19,750.0,1,0,"Biryani, Seafood, South Indian",Whitefield,Whitefield,375.0,Good
A Today Thick Shakes,Beverage Shop,3.2,9,200.0,0,0,Beverages,Jayanagar,Koramangala 5th Block,100.0,Good
A.M New Punjab Food Corner,Quick Bites,3.5,21,350.0,1,0,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,175.0,Good
A1 Ambur Dum Biryani And Parota Centre,Quick Bites,3.2,4,300.0,0,0,Biryani,Rajajinagar,Basaveshwara Nagar,150.0,Good
A1 Biriyani Point,Quick Bites,3.0,10,200.0,0,0,Biryani,Malleshwaram,Seshadripuram,100.0,Good
A1 Garam Masala,Casual Dining,3.6,25,500.0,1,0,"North Indian, Andhra, Chinese",JP Nagar,Kanakapura Road,250.0,Good
A1 Hot Dum Biryani,Quick Bites,3.2,4,150.0,0,0,Biryani,Whitefield,Whitefield,75.0,Good
A1 Spice Inn,Casual Dining,3.5,46,500.0,0,0,"Biryani, Chinese, Hyderabadi, North Indian, South Indian",Malleshwaram,Yeshwantpur,250.0,Good
A2B - Adyar Ananda Bhavan,Casual Dining,2.5,544,400.0,1,0,"South Indian, North Indian, Chinese, Street Food, Fast Food",Whitefield,Whitefield,200.0,Poor
A2B Veg - Adyar Ananda Bhavan,Casual Dining,2.7,97,400.0,1,0,"South Indian, Fast Food, Street Food",Basavanagudi,Basavanagudi,200.0,Poor
A3 Nuwang Kitchen,Quick Bites,3.7,42,300.0,1,0,"Chinese, North Indian",Indiranagar,Ejipura,150.0,Good
Aaccord Restaurant,Casual Dining,2.8,40,600.0,0,0,"Continental, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,300.0,Poor
Aadhya Hotel,"Casual Dining, Bar",3.3,5,800.0,1,0,"South Indian, North Indian, Chinese, Biryani",Banashankari,Basavanagudi,400.0,Good
Aadvik Nightfood,Delivery,3.6,22,350.0,1,0,Fast Food,Frazer Town,Frazer Town,175.0,Good
Aagaman Veg,Casual Dining,2.8,40,900.0,1,0,"North Indian, Chinese, South Indian",Electronic City,Electronic City,450.0,Poor
Aaha,Quick Bites,3.6,93,300.0,1,0,"North Indian, Chinese",Marathahalli,Brookefield,150.0,Good
Aaha Andhra,Casual Dining,3.4,58,900.0,0,0,"Andhra, Biryani, North Indian",Marathahalli,Marathahalli,450.0,Good
Aahar Cafe,Quick Bites,3.5,40,100.0,0,0,South Indian,Basavanagudi,Basavanagudi,50.0,Good
Aahar Vihar,Quick Bites,4.0,68,250.0,1,0,North Indian,Brookefield,Marathahalli,125.0,Excellent
Aahara Vihar,Quick Bites,3.5,13,300.0,0,0,"South Indian, North Indian, Chinese",Malleshwaram,Malleshwaram,150.0,Good
Aaharam,Quick Bites,4.0,65,350.0,0,0,"Chinese, North Indian",HSR,Koramangala 1st Block,175.0,Excellent
Aalishan Restaurant & Caterer,Casual Dining,3.5,888,650.0,1,0,"North Indian, Mughlai","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,325.0,Good
Aami Bangali,Casual Dining,3.0,66,700.0,1,0,Bengali,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,350.0,Good
Aami Kolkata,Delivery,3.3,5,600.0,0,0,Bengali,Bannerghatta Road,Bannerghatta Road,300.0,Good
Aao G Khao G,Quick Bites,3.5,11,200.0,1,0,"North Indian, Chinese",HSR,HSR,100.0,Good
Aapni Rasoi,Quick Bites,3.2,127,400.0,1,0,North Indian,Bellandur,Bellandur,200.0,Good
Aaranya Restaurant,Casual Dining,3.4,212,800.0,1,0,"North Indian, Chinese, Mughlai","Byresandra,Tavarekere,Madiwala",HSR,400.0,Good
Aarti Paratha & Rolls Corner,Quick Bites,3.6,15,200.0,1,0,"North Indian, Fast Food",New BEL Road,New BEL Road,100.0,Good
Aarya Pork Hotel,Quick Bites,3.3,11,300.0,0,0,"South Indian, Biryani, Chinese","Byresandra,Tavarekere,Madiwala",BTM,150.0,Good
Aashirvaad Restaurant,Quick Bites,3.1,249,300.0,1,0,"North Indian, Oriya, Chinese",Brookefield,Marathahalli,150.0,Good
Aashish Foods,Quick Bites,2.7,35,150.0,1,0,North Indian,Brookefield,Brookefield,75.0,Poor
Aasife & Brothers Biriyani Centre,Casual Dining,3.8,120,600.0,1,0,"Biryani, North Indian, South Indian, Chinese","Byresandra,Tavarekere,Madiwala",HSR,300.0,Good
Aastha Bengali Mess,Quick Bites,3.9,131,250.0,1,0,"Chinese, Bengali",Malleshwaram,Yeshwantpur,125.0,Good
Aata's Kitchen,Quick Bites,2.8,40,250.0,1,0,"South Indian, North Indian","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,125.0,Poor
Aathithya,Casual Dining,3.1,16,1100.0,0,0,"North Indian, Continental, Chinese",Brigade Road,Infantry Road,550.0,Good
Aathurar,Casual Dining,3.2,574,600.0,1,0,"Chettinad, Biryani, South Indian, Seafood",Indiranagar,Jeevan Bhima Nagar,300.0,Good
Abbabi Chicken,Quick Bites,3.7,134,200.0,0,0,Fast Food,Sarjapur Road,Bellandur,100.0,Good
ABC Grand,Casual Dining,3.5,54,400.0,0,0,"Andhra, Chinese, North Indian",Old Airport Road,Indiranagar,200.0,Good
Abhiruchi,Casual Dining,3.8,164,650.0,0,0,"Andhra, Seafood, North Indian, Chinese",Kalyan Nagar,Kammanahalli,325.0,Good
Abhiruchi Andhra Mess,Mess,3.1,61,300.0,1,0,"Andhra, Biryani, South Indian",Whitefield,Whitefield,150.0,Good
Abhiruchi Hotel,Casual Dining,3.2,12,500.0,1,0,"North Indian, South Indian, Chinese","Byresandra,Tavarekere,Madiwala",Bommanahalli,250.0,Good
Abhiruchi Moonlight,"Takeaway, Delivery",3.3,4,300.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",Bommanahalli,150.0,Good
Abhiruchi Restaurant,Casual Dining,3.4,5,400.0,1,0,"Andhra, North Indian, Chinese",Bellandur,Sarjapur Road,200.0,Good
AB's - Absolute Barbecues,Casual Dining,4.6,1502,1400.0,0,1,"European, Mediterranean, North Indian, BBQ",Kalyan Nagar,Kalyan Nagar,700.0,Excellent
Absolute Chinese,Quick Bites,3.8,209,450.0,1,0,"Chinese, Fast Food, Momos",Malleshwaram,Rajajinagar,225.0,Good
Absolute Shawarma,"Takeaway, Delivery",2.8,40,150.0,1,0,Lebanese,Brookefield,Brookefield,75.0,Poor
Absolute Waffles,Dessert Parlor,3.9,49,200.0,1,0,"Desserts, Fast Food",Malleshwaram,New BEL Road,100.0,Good
Aburrahaman,Delivery,2.8,40,400.0,0,0,"North Indian, South Indian, Chinese",Indiranagar,Thippasandra,200.0,Poor
Abzain Paradise,Quick Bites,2.9,42,300.0,0,0,North Indian,New BEL Road,Sanjay Nagar,150.0,Poor
Achayyan's,Quick Bites,3.8,405,350.0,1,0,"Kerala, South Indian",Indiranagar,Indiranagar,175.0,Good
Ackley Kitchen,Quick Bites,3.6,33,500.0,1,0,"Fast Food, Continental, Burger",Marathahalli,Kaggadasapura,250.0,Good
Adarsh Bakery,Bakery,3.1,10,300.0,0,0,"Bakery, Fast Food",Electronic City,Electronic City,150.0,Good
Adda,Quick Bites,3.3,5,300.0,0,0,South Indian,Basavanagudi,Shanti Nagar,150.0,Good
Addhuri Udupi Bhojana,Quick Bites,3.7,88,300.0,0,0,"South Indian, North Indian",Banashankari,Banashankari,150.0,Good
Adiga's,Quick Bites,3.3,55,150.0,0,0,South Indian,Basavanagudi,Jayanagar,75.0,Good
Adi's Cake N Cafe,Bakery,3.3,4,400.0,0,0,Bakery,"Byresandra,Tavarekere,Madiwala",Bannerghatta Road,200.0,Good
Adithya,Casual Dining,3.9,178,450.0,1,0,"South Indian, North Indian, Chinese",Bannerghatta Road,JP Nagar,225.0,Good
Adithya Family Restaurant,Quick Bites,3.7,27,250.0,0,0,South Indian,"Byresandra,Tavarekere,Madiwala",BTM,125.0,Good
Adithya Tiffin Centre,"Takeaway, Delivery",2.8,40,200.0,0,0,North Indian,Brigade Road,Shanti Nagar,100.0,Poor
Adithya Veg,Quick Bites,3.3,10,300.0,0,0,"South Indian, Chinese",Basavanagudi,Jayanagar,150.0,Good
Aditya Delights,Quick Bites,3.7,59,300.0,0,0,"Chinese, North Indian, Mangalorean",New BEL Road,New BEL Road,150.0,Good
Aditya Sweets,Sweet Shop,3.7,21,200.0,1,0,"Mithai, Fast Food",Brookefield,Whitefield,100.0,Good
Aditya Uphar,Quick Bites,3.5,30,200.0,0,0,"South Indian, Chinese, North Indian",JP Nagar,JP Nagar,100.0,Good
Adukkala Restaurant,Casual Dining,2.9,128,600.0,1,0,Kerala,Kammanahalli,Banaswadi,300.0,Poor
Adupadi,Quick Bites,2.9,25,450.0,0,0,"South Indian, Chettinad",Whitefield,Whitefield,225.0,Poor
Advika Briyani Center,Delivery,3.2,10,300.0,0,0,Biryani,JP Nagar,JP Nagar,150.0,Good
Adya Hotel,Quick Bites,3.3,4,400.0,0,0,"South Indian, North Indian, Chinese",Electronic City,Electronic City,200.0,Good
Adyar Anand Bhavan Sweets,Quick Bites,2.8,40,200.0,0,0,"South Indian, North Indian, Chinese, Street Food",Electronic City,Electronic City,100.0,Poor
Adyar Ananda Bhavan - Sweets,"Takeaway, Delivery",3.4,6,200.0,1,0,"Mithai, Desserts","Byresandra,Tavarekere,Madiwala",BTM,100.0,Good
Adyar Ananda Bhavan Sweets,"Takeaway, Delivery",3.6,4,200.0,1,0,"Mithai, Desserts",JP Nagar,JP Nagar,100.0,Good
Afghani Tandoori Hub,Quick Bites,3.6,14,400.0,1,0,"Arabian, Afghan","Byresandra,Tavarekere,Madiwala",BTM,200.0,Good
Afoozoo - Ginger Hotel,Casual Dining,3.5,40,800.0,0,0,"North Indian, Chinese",Brookefield,Whitefield,400.0,Good
Afrina's Kitchen,"Takeaway, Delivery",3.4,9,250.0,1,0,"Fast Food, Desserts",Frazer Town,Kammanahalli,125.0,Good
Agarwal Food Service,Delivery,3.5,16,400.0,1,0,"North Indian, Chinese, Biryani",HSR,HSR,200.0,Good
Agent Jack's Bar,Bar,4.0,377,1300.0,0,1,"Continental, North Indian, Italian",Kalyan Nagar,Kalyan Nagar,650.0,Excellent
Agraharaa,Quick Bites,2.8,40,150.0,0,0,South Indian,Koramangala 4th Block,Koramangala 6th Block,75.0,Poor
Agraharam Meal,"Takeaway, Delivery",3.7,61,300.0,0,0,"North Indian, South Indian",Marathahalli,Kaggadasapura,150.0,Good
Aha Juice Bar,Beverage Shop,3.6,13,200.0,0,0,"Beverages, Fast Food",Bannerghatta Road,BTM,100.0,Good
Ahaan Restaurant,Delivery,2.8,76,300.0,1,0,"North Indian, Chinese",Frazer Town,RT Nagar,150.0,Poor
AhimsaAmrit Green Cafe,Casual Dining,3.4,9,800.0,0,0,"Healthy Food, Salad, Continental",Indiranagar,Indiranagar,400.0,Good
Ahmad's Chicken Hut,Quick Bites,3.2,9,200.0,0,0,"North Indian, Chinese",Kalyan Nagar,Banaswadi,100.0,Good
Ahmed's Little Hut,Quick Bites,2.8,40,250.0,1,0,Fast Food,Bannerghatta Road,BTM,125.0,Poor
Ahmeds Takeaway Restaurant,"Takeaway, Delivery",2.8,40,250.0,0,0,"North Indian, Chinese",Frazer Town,Frazer Town,125.0,Poor
Aioli,Casual Dining,4.2,783,1400.0,0,1,"Mediterranean, Continental, Italian, Salad",Kalyan Nagar,Kalyan Nagar,700.0,Excellent
Airlines Hotel,Quick Bites,4.0,867,400.0,1,0,"South Indian, North Indian, Street Food",Brigade Road,Lavelle Road,200.0,Excellent
Aisha Tharavad,Quick Bites,3.5,40,400.0,0,0,"South Indian, Kerala",Koramangala 6th Block,Ejipura,200.0,Good
Aishwarya,Dhaba,3.3,6,450.0,0,0,"Chinese, North Indian",Whitefield,Whitefield,225.0,Good
Aishwarya Parkland,Casual Dining,2.9,59,500.0,0,0,"Chinese, North Indian",Bannerghatta Road,Bannerghatta Road,250.0,Poor
Aishwarya Sweets,Sweet Shop,3.6,24,250.0,1,0,"Mithai, Street Food",Malleshwaram,Rajajinagar,125.0,Good
Aishwarya Uphar,Quick Bites,2.8,40,150.0,0,0,"South Indian, North Indian",Brigade Road,Ulsoor,75.0,Poor
Ajwa Thalassery Biryani,Quick Bites,3.9,42,500.0,1,1,"Biryani, South Indian",Bellandur,Sarjapur Road,250.0,Good
Akkad Bakkad,Casual Dining,3.9,72,600.0,1,1,"North Indian, Chinese",Electronic City,Electronic City,300.0,Good
AKS Family Dhaba And Restaurant,Quick Bites,3.6,40,500.0,1,0,"North Indian, Mughlai, South Indian",Marathahalli,Marathahalli,250.0,Good
Akshara,Casual Dining,3.8,42,700.0,1,0,"North Indian, South Indian, Chinese",Electronic City,Electronic City,350.0,Good
Akshatha Nati Style,Quick Bites,3.7,20,500.0,0,0,"South Indian, Chinese, North Indian",Rajajinagar,Vijay Nagar,250.0,Good
Akshaya Bar And Restaurant,"Casual Dining, Bar",2.8,40,600.0,1,0,"North Indian, South Indian, Chinese, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,300.0,Poor
AKSHAYA BIRYANI,Quick Bites,3.6,20,300.0,1,0,"Biryani, North Indian",Bellandur,Sarjapur Road,150.0,Good
Akshaya Deluxe,Casual Dining,4.0,336,500.0,1,0,"North Indian, Chinese, Seafood, Biryani",New BEL Road,New BEL Road,250.0,Excellent
Akshaya Donne Biriyani,Quick Bites,3.0,39,300.0,1,0,"Biryani, South Indian, Kebab",JP Nagar,JP Nagar,150.0,Good
Akshaya Family Restaurant,Quick Bites,3.2,4,150.0,1,0,"South Indian, North Indian",Kalyan Nagar,Banaswadi,75.0,Good
Akshaya Grand,Casual Dining,3.4,29,750.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",BTM,375.0,Good
Akshaya Sambrama Veg Restaurant,Quick Bites,3.2,13,200.0,0,0,"South Indian, Chinese",Church Street,Vasanth Nagar,100.0,Good
Akss - India Reimagined,Casual Dining,4.2,258,1800.0,0,1,"Modern Indian, North Indian",Malleshwaram,Sadashiv Nagar,900.0,Excellent
Al Amal Cafe,"Cafe, Quick Bites",4.0,74,300.0,0,0,"Cafe, Fast Food",Kalyan Nagar,Kammanahalli,150.0,Excellent
Al Amanah Cafe,Quick Bites,4.4,1413,300.0,1,0,"Middle Eastern, Fast Food, Rolls",Frazer Town,Kammanahalli,150.0,Excellent
Al Ameen Rolls Corner,Quick Bites,3.7,16,200.0,0,0,Rolls,Kalyan Nagar,Kammanahalli,100.0,Good
Al Barack Cafetaria,Quick Bites,3.6,20,300.0,0,0,Arabian,Kalyan Nagar,Banaswadi,150.0,Good
Al Daaz,Casual Dining,4.2,567,550.0,1,0,"North Indian, Continental, BBQ",Bellandur,HSR,275.0,Excellent
Al Diwan Biryanis And More,"Takeaway, Delivery",3.2,12,300.0,1,0,Biryani,Jayanagar,Basavanagudi,150.0,Good
Al Ghani Resetaurant,Quick Bites,3.3,4,400.0,0,0,"Mughlai, Biryani",Kammanahalli,Kammanahalli,200.0,Good
Al Habibi Restaurant,Quick Bites,3.5,17,300.0,1,0,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,150.0,Good
Al Hayath,Quick Bites,3.5,16,200.0,0,0,"North Indian, Chinese",Koramangala 5th Block,BTM,100.0,Good
Al Hayath Ambur Biryani,Quick Bites,3.3,9,200.0,0,0,Biryani,Koramangala 4th Block,Ejipura,100.0,Good
Al Karim,Casual Dining,3.7,90,400.0,0,0,"Mughlai, North Indian, Biryani, Chinese",Kammanahalli,Kalyan Nagar,200.0,Good
Al Khaleej Snacks Corner,Quick Bites,2.8,40,200.0,0,0,"Lebanese, Fast Food, Beverages",Basavanagudi,Jayanagar,100.0,Poor
Al Khansah,Casual Dining,3.9,370,550.0,1,0,"Biryani, Mughlai, Chinese, North Indian, Kebab",Bellandur,Bellandur,275.0,Good
Al Khwaja,Casual Dining,3.0,13,400.0,0,0,"North Indian, Chinese",Bellandur,Bellandur,200.0,Good
Al Madhina Roll House,Quick Bites,3.4,6,300.0,0,0,"North Indian, Chinese",Kammanahalli,Kalyan Nagar,150.0,Good
Al Madina Family Restaurant,Quick Bites,2.8,40,500.0,0,0,"North Indian, South Indian, Arabian",Basavanagudi,City Market,250.0,Poor
Al Madina Roll House,Quick Bites,3.6,16,150.0,1,0,Biryani,Kalyan Nagar,Kalyan Nagar,75.0,Good
Al Manar,Quick Bites,2.8,40,400.0,0,0,"South Indian, North Indian, Chinese",Koramangala 7th Block,Wilson Garden,200.0,Poor
Al Noor,Quick Bites,3.7,21,350.0,0,0,"North Indian, Chinese, Arabian, Rolls",Brigade Road,Shivajinagar,175.0,Good
Al Sadique,Quick Bites,3.9,185,450.0,1,0,"North Indian, Mughlai, Chinese, Rolls",Rajajinagar,Magadi Road,225.0,Good
Al Sadique Restaurant,Quick Bites,3.4,32,350.0,0,0,"Mughlai, North Indian, Street Food",MG Road,Frazer Town,175.0,Good
Al Swaad Take Away,Quick Bites,3.1,12,350.0,1,0,"North Indian, South Indian, Arabian",Brigade Road,Richmond Road,175.0,Good
Al Taj Fast Food,Quick Bites,3.2,4,600.0,1,0,"Fast Food, North Indian, South Indian, Chinese",Rajajinagar,Vijay Nagar,300.0,Good
Al Zaiqa Hotel,Quick Bites,3.4,14,200.0,1,0,"Chinese, South Indian, Fast Food",Marathahalli,Marathahalli,100.0,Good
Alampur Bar And Restaurant,Casual Dining,3.7,42,900.0,1,0,"Chinese, South Indian, North Indian",Brigade Road,Race Course Road,450.0,Good
Alankar Restaurant,Casual Dining,2.8,40,800.0,0,0,"South Indian, North Indian, Chinese",Marathahalli,Marathahalli,400.0,Poor
Alankrutha,Casual Dining,3.8,260,500.0,1,0,"Andhra, Biryani, North Indian, Chinese",Koramangala 5th Block,BTM,250.0,Good
Alba - JW Marriott Bengaluru,Fine Dining,4.4,561,4000.0,0,1,Italian,Church Street,Lavelle Road,2000.0,Excellent
Al-Badia Restaurant,Casual Dining,4.2,89,700.0,0,0,Arabian,Kalyan Nagar,Kammanahalli,350.0,Excellent
Al-Baik Kabab Corner,Quick Bites,3.2,25,350.0,1,0,"Kebab, Biryani",Malleshwaram,Yeshwantpur,175.0,Good
Al-Baik Tandoori Restaurant,Quick Bites,3.6,113,450.0,1,0,"North Indian, Chinese, Arabian, Biryani, Rolls",Frazer Town,Nagawara,225.0,Good
Al-Bek,Casual Dining,3.9,682,650.0,1,0,"North Indian, Mughlai, Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Jayanagar,325.0,Good
Albert Bakery,Bakery,4.3,346,150.0,0,0,"Bakery, Fast Food",Frazer Town,Frazer Town,75.0,Excellent
Alchemy - The Chancery Pavilion,"Microbrewery, Casual Dining",4.3,446,2000.0,0,1,Modern Indian,Brigade Road,Residency Road,1000.0,Excellent
Alchemy Coffee Roasters,Cafe,4.2,704,500.0,0,0,Cafe,Basavanagudi,Jayanagar,250.0,Excellent
Alfa Family Restaurant,Casual Dining,3.0,27,400.0,0,0,"North Indian, Arabian, Chinese",Basavanagudi,Wilson Garden,200.0,Good
Alfresco by Bene -Sheraton Grand Bangalore Hotel at...,"Bar, Casual Dining",3.7,77,2000.0,0,1,Continental,Malleshwaram,Malleshwaram,1000.0,Good
Al-Hyatt,Quick Bites,3.5,40,300.0,0,0,"Biryani, Chinese",Koramangala 6th Block,Ejipura,150.0,Good
Ali Snacks Point,Quick Bites,3.4,5,150.0,1,0,"Chinese, Momos",Malleshwaram,Malleshwaram,75.0,Good
Alibaba Cafe and Restaurant,Casual Dining,2.9,55,700.0,0,0,"Arabian, Middle Eastern",Kammanahalli,Kalyan Nagar,350.0,Poor
Alibi - Maya International Hotel,Casual Dining,1.8,224,1200.0,0,0,"North Indian, Continental, Chinese",Brigade Road,Church Street,600.0,Poor
AlienSip,Beverage Shop,3.6,11,200.0,1,0,Juices,Bannerghatta Road,BTM,100.0,Good
Alif Restaurant,Casual Dining,3.6,26,600.0,1,0,"North Indian, Chinese",Bannerghatta Road,JP Nagar,300.0,Good
Aligarh House,Delivery,4.4,98,400.0,1,0,"North Indian, Biryani, Awadhi, Mughlai","Byresandra,Tavarekere,Madiwala",Koramangala,200.0,Excellent
Alikemom,"Takeaway, Delivery",2.8,40,300.0,1,0,North Indian,Electronic City,Electronic City,150.0,Poor
All Aromas,Quick Bites,2.8,40,400.0,1,0,"North Indian, Biryani",Basavanagudi,Jayanagar,200.0,Poor
All Saints Bakery,Bakery,3.6,23,200.0,0,0,Bakery,Brigade Road,Brigade Road,100.0,Good
All Shook Up,"Dessert Parlor, Beverage Shop",3.6,34,300.0,1,0,"Desserts, Beverages",Brookefield,Marathahalli,150.0,Good
All Shook Up!,"Dessert Parlor, Beverage Shop",3.6,19,300.0,1,0,"Desserts, Beverages",Malleshwaram,Rajajinagar,150.0,Good
Allahabadi Tadaka,Casual Dining,2.9,46,250.0,0,0,North Indian,Indiranagar,Domlur,125.0,Poor
Allana Kabab,Quick Bites,3.3,4,200.0,0,0,North Indian,Church Street,Richmond Road,100.0,Good
Alloro - The Oterra,Fine Dining,4.0,63,2500.0,0,1,Italian,Electronic City,Electronic City,1250.0,Excellent
Al-Madina,"Takeaway, Delivery",3.3,8,500.0,0,0,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,250.0,Good
Al-Madina Restaurant,Casual Dining,3.4,22,400.0,0,0,"Arabian, North Indian, Chinese, Kerala",Basavanagudi,City Market,200.0,Good
Al-Marhaba Restaurant,Quick Bites,2.8,40,400.0,1,0,"Arabian, Chinese, North Indian, Rolls, Momos",Bannerghatta Road,BTM,200.0,Poor
Al-Noor Restaurant,Quick Bites,2.8,40,400.0,1,0,"Chinese, North Indian, Mughlai",Kalyan Nagar,Nagawara,200.0,Poor
Alpha - House of Biryani & Tandoor,Casual Dining,3.3,387,800.0,1,0,"Biryani, North Indian, Chinese",Brookefield,Whitefield,400.0,Good
Al-Sidique,Quick Bites,4.0,314,400.0,1,0,"North Indian, Chinese",Rajajinagar,Vijay Nagar,200.0,Excellent
alt,"Bar, Lounge",4.1,821,1900.0,0,1,Finger Food,Whitefield,Whitefield,950.0,Excellent
Altaf's Chillies Restaurant,Casual Dining,3.8,229,500.0,1,0,"North Indian, Chinese",Frazer Town,Frazer Town,250.0,Good
Altaj Restaurant,Casual Dining,3.3,6,700.0,0,0,"North Indian, Chinese",Malleshwaram,Rajajinagar,350.0,Good
Al-Taj Restaurant,Casual Dining,3.3,10,600.0,1,0,"South Indian, North Indian, Chinese",Rajajinagar,Rajajinagar,300.0,Good
Alter Ego D'Deli,Cafe,3.8,140,650.0,1,0,"Cafe, Continental, Italian, Burger, Pizza, Salad, Steak",Kalyan Nagar,Kalyan Nagar,325.0,Good
Alto Vino - Bengaluru Marriott Hotel Whitefield,Fine Dining,4.3,263,3000.0,0,1,"Italian, Salad",Brookefield,Whitefield,1500.0,Excellent
AM WOW,Beverage Shop,3.4,6,100.0,1,0,Beverages,Banashankari,Jayanagar,50.0,Good
Amadora Gourmet Ice Cream & Sorbet,Dessert Parlor,2.8,40,500.0,0,0,Desserts,Brookefield,Whitefield,250.0,Poor
Amande Patisserie,Bakery,4.0,73,300.0,1,0,"Bakery, French, Desserts",Banashankari,Basavanagudi,150.0,Excellent
